"","Wine.Color","fixed.acidity","volatile.acidity","citric.acid","residual.sugar","chlorides","free.sulfur.dioxide","total.sulfur.dioxide","density","pH","sulphates","alcohol","Class"
"273","R",6.6,0.84,0.03,2.3,0.059,32,48,0.9952,3.52,0.56,12.3,"Good"
"274","W",6.7,0.18,0.24,10.3,0.057,64,185,0.99519,3.12,0.5,10.6,"Good"
"275","R",8.8,0.61,0.19,4,0.094,30,69,0.99787,3.22,0.5,10,"Good"
"276","W",9,0.55,0.3,8.1,0.026,14,71,0.993,2.94,0.36,11.8,"Bad"
"277","R",6.3,0.39,0.16,1.4,0.08,11,23,0.9955,3.34,0.56,9.3,"Bad"
"278","W",7.1,0.17,0.38,7.4,0.052,49,182,0.9958,3.35,0.52,9.6,"Good"
"279","R",10,0.32,0.59,2.2,0.077,3,15,0.9994,3.2,0.78,9.6,"Bad"
"280","R",8.9,0.12,0.45,1.8,0.075,10,21,0.99552,3.41,0.76,11.9,"Good"
"281","W",6.9,0.24,0.35,1,0.052,35,146,0.993,3.45,0.44,10,"Good"
"282","R",6.9,0.4,0.24,2.5,0.083,30,45,0.9959,3.26,0.58,10,"Bad"
"283","W",6.8,0.28,0.29,11.9,0.052,51,149,0.99544,3.02,0.58,10.4,"Good"
"284","W",7,0.3,0.32,6.4,0.034,28,97,0.9924,3.23,0.44,11.8,"Good"
"285","R",6.9,0.54,0.04,3,0.077,7,27,0.9987,3.69,0.91,9.4,"Good"
"286","W",7.7,0.44,0.24,11.2,0.031,41,167,0.9948,3.12,0.43,11.3,"Good"
"287","R",8.9,0.35,0.4,3.6,0.11,12,24,0.99549,3.23,0.7,12,"Good"
"288","R",7.2,0.52,0.07,1.4,0.074,5,20,0.9973,3.32,0.81,9.6,"Bad"
"289","W",6.5,0.38,0.34,3.4,0.036,34,200,0.9937,3.14,0.76,10,"Good"
"290","W",6.3,0.34,0.29,6.2,0.046,29,227,0.9952,3.29,0.53,10.1,"Good"
"291","R",6.2,0.64,0.09,2.5,0.081,15,26,0.99538,3.57,0.63,12,"Good"
"292","W",5.8,0.335,0.14,5.8,0.046,49,197,0.9937,3.3,0.71,10.3,"Bad"
"293","R",8.2,0.4,0.44,2.8,0.089,11,43,0.9975,3.53,0.61,10.5,"Bad"
"294","W",9.4,0.42,0.32,6.5,0.027,20,167,0.99479,3.08,0.43,10.6,"Good"
"295","W",7.7,0.35,0.49,8.65,0.033,42,186,0.9931,3.14,0.38,12.4,"Good"
"296","W",6.2,0.3,0.42,2.2,0.036,28,128,0.9901,3.13,0.38,11.6,"Bad"
"297","W",6.8,0.25,0.18,1.4,0.056,13,137,0.9935,3.11,0.42,9.5,"Bad"
"298","W",7.5,0.38,0.5,12.8,0.042,57,184,0.9984,3.09,0.46,9,"Good"
"299","R",7.2,0.725,0.05,4.65,0.086,4,11,0.9962,3.41,0.39,10.9,"Bad"
"300","W",8,0.25,0.27,9.7,0.036,15,85,0.99406,2.99,0.36,11.2,"Bad"
"301","W",6.3,0.27,0.46,11.75,0.037,61,212,0.9971,3.25,0.53,9.5,"Good"
"302","W",6.5,0.18,0.33,1.4,0.029,35,138,0.99114,3.36,0.6,11.5,"Good"
"303","W",8.7,0.3,0.59,1.7,0.046,10,70,0.99373,3.06,0.56,10.8,"Bad"
"304","W",7,0.15,0.28,14.7,0.051,29,149,0.99792,2.96,0.39,9,"Good"
"305","W",6.6,0.24,0.3,11.3,0.026,11,77,0.99381,3.13,0.55,12.8,"Bad"
"306","W",5.2,0.155,0.33,1.6,0.028,13,59,0.98975,3.3,0.84,11.9,"Good"
"307","W",7.2,0.27,0.27,2.4,0.048,30,149,0.9936,3.1,0.51,9.2,"Good"
"308","R",6.9,0.765,0.02,2.3,0.063,35,63,0.9975,3.57,0.78,9.9,"Good"
"309","W",7.1,0.34,0.31,5.2,0.032,36,140,0.99166,3.35,0.47,12.3,"Bad"
"310","W",8.5,0.19,0.49,3.5,0.044,29,117,0.9938,3.14,0.51,10.1,"Good"
"311","W",7.7,0.26,0.4,1.1,0.042,9,60,0.9915,2.89,0.5,10.6,"Bad"
"312","W",6.8,0.19,0.34,1.9,0.04,41,108,0.99,3.25,0.45,12.9,"Bad"
"313","W",9.2,0.23,0.35,10.7,0.037,34,145,0.9981,3.09,0.32,9.7,"Bad"
"314","W",6.8,0.32,0.32,8.7,0.029,31,105,0.99146,3,0.34,12.3,"Bad"
"315","W",6.3,0.26,0.42,7.1,0.045,62,209,0.99544,3.2,0.53,9.5,"Bad"
"316","W",6.1,0.27,0.32,1.1,0.034,24,110,0.9898,3.36,0.4,12.5,"Bad"
"317","W",7.9,0.14,0.45,1.8,0.05,17,114,0.9948,3.33,0.49,10.7,"Good"
"318","W",5.8,0.15,0.31,5.9,0.036,7,73,0.99152,3.2,0.43,11.9,"Good"
"319","R",7.6,0.3,0.42,2,0.052,6,24,0.9963,3.44,0.82,11.9,"Good"
"320","W",5.8,0.23,0.31,4.5,0.046,42,124,0.99324,3.31,0.64,10.8,"Bad"
"321","W",8.4,0.18,0.42,5.1,0.036,7,77,0.9939,3.16,0.52,11.7,"Bad"
"322","W",7.3,0.24,0.39,17.95,0.057,45,149,0.9999,3.21,0.36,8.6,"Bad"
"323","W",7.1,0.28,0.35,3.5,0.028,35,91,0.99022,2.96,0.33,12.1,"Good"
"324","W",7.5,0.27,0.31,17.7,0.051,33,173,0.999,3.09,0.64,10.2,"Bad"
"325","R",10.3,0.27,0.56,1.4,0.047,3,8,0.99471,3.16,0.51,11.8,"Bad"
"326","W",5.9,0.21,0.24,12.1,0.044,53,165,0.9969,3.25,0.39,9.5,"Bad"
"327","W",6.9,0.33,0.21,1,0.053,39,148,0.9927,3.12,0.45,9.4,"Bad"
"328","W",6.5,0.18,0.26,1.4,0.041,40,141,0.9941,3.34,0.72,9.5,"Good"
"329","R",6.2,0.36,0.24,2.2,0.095,19,42,0.9946,3.57,0.57,11.7,"Bad"
"330","W",7.1,0.25,0.28,1.6,0.052,46,169,0.9926,3.05,0.41,10.5,"Bad"
"331","W",5.3,0.16,0.39,1,0.028,40,101,0.99156,3.57,0.59,10.6,"Good"
"332","W",8.3,0.33,0.42,1.15,0.033,18,96,0.9911,3.2,0.32,12.4,"Bad"
"333","W",6.9,0.26,0.29,4.2,0.043,33,114,0.9902,3.16,0.31,12.5,"Good"
"334","R",7.8,0.58,0.13,2.1,0.102,17,36,0.9944,3.24,0.53,11.2,"Good"
"335","W",5.7,0.22,0.25,1.1,0.05,97,175,0.99099,3.44,0.62,11.1,"Bad"
"336","R",8.2,0.33,0.39,2.5,0.074,29,48,0.99528,3.32,0.88,12.4,"Good"
"337","W",6.3,0.32,0.26,12,0.049,63,170,0.9961,3.14,0.55,9.9,"Good"
"338","W",7.9,0.18,0.49,5.2,0.051,36,157,0.9953,3.18,0.48,10.6,"Bad"
"339","W",7.9,0.345,0.51,15.3,0.047,54,171,0.9987,3.09,0.51,9.1,"Bad"
"340","W",7.7,0.25,0.3,7.8,0.038,67,196,0.99555,3.1,0.5,10.1,"Bad"
"341","R",8.9,0.43,0.45,1.9,0.052,6,16,0.9948,3.35,0.7,12.5,"Good"
"342","R",9,0.45,0.49,2.6,0.084,21,75,0.9987,3.35,0.57,9.7,"Bad"
"343","W",7,0.39,0.24,1,0.048,8,119,0.9923,3,0.31,10.1,"Bad"
"344","R",7.2,0.65,0.02,2.3,0.094,5,31,0.9993,3.67,0.8,9.7,"Bad"
"345","R",8.1,0.545,0.18,1.9,0.08,13,35,0.9972,3.3,0.59,9,"Good"
"346","W",5.2,0.25,0.23,1.4,0.047,20,77,0.99001,3.32,0.62,11.4,"Bad"
"347","W",7.3,0.22,0.4,14.75,0.042,44.5,129.5,0.9998,3.36,0.41,9.1,"Bad"
"348","W",7.5,0.2,0.47,16.9,0.052,51,188,0.99944,3.09,0.62,9.3,"Bad"
"349","W",7.6,0.48,0.37,1.2,0.034,5,57,0.99256,3.05,0.54,10.4,"Bad"
"350","W",7.4,0.19,0.3,1.4,0.057,33,135,0.993,3.12,0.5,9.6,"Bad"
"351","W",6.2,0.55,0.45,12,0.049,27,186,0.9974,3.17,0.5,9.3,"Bad"
"352","W",5.9,0.26,0.24,2.4,0.046,27,132,0.99234,3.63,0.73,11.3,"Bad"
"353","W",6.7,0.28,0.31,7.4,0.041,7,81,0.99254,3.04,0.47,11.4,"Good"
"354","W",9,0.43,0.3,1.5,0.05,7,175,0.9951,3.11,0.45,9.7,"Bad"
"355","W",6.5,0.34,0.36,11,0.052,53,247,0.9984,3.44,0.55,9.3,"Good"
"356","W",7.4,0.26,0.31,2.4,0.043,58,178,0.9941,3.42,0.68,10.6,"Bad"
"357","W",6.4,0.17,0.32,2.4,0.048,41,200,0.9938,3.5,0.5,9.7,"Bad"
"358","W",7.1,0.13,0.29,15.5,0.064,56,115.5,0.99737,3.16,0.41,9.7,"Good"
"359","W",7.1,0.49,0.22,2,0.047,146.5,307.5,0.9924,3.24,0.37,11,"Bad"
"360","R",8.6,0.33,0.4,2.6,0.083,16,68,0.99782,3.3,0.48,9.4,"Bad"
"361","W",6.15,0.21,0.37,3.2,0.021,20,80,0.99076,3.39,0.47,12,"Bad"
"362","W",6.5,0.33,0.28,6.1,0.018,41,103,0.99122,3.24,0.32,12.2,"Good"
"363","W",6.5,0.38,0.26,5.2,0.042,33,112,0.99067,3.06,0.5,12.3,"Good"
"364","R",6.2,0.57,0.1,2.1,0.048,4,11,0.99448,3.44,0.76,10.8,"Good"
"365","W",6.3,0.23,0.22,17.45,0.054,42,151,0.99853,3.12,0.6,9.3,"Good"
"366","R",8.8,0.4,0.4,2.2,0.079,19,52,0.998,3.44,0.64,9.2,"Bad"
"367","W",6,0.43,0.34,7.6,0.045,25,118,0.99222,3.03,0.37,11,"Bad"
"368","R",10,0.46,0.44,2.9,0.065,4,8,0.99674,3.33,0.62,12.2,"Bad"
"369","R",10.5,0.24,0.42,1.8,0.077,6,22,0.9976,3.21,1.05,10.8,"Good"
"370","W",6.9,0.4,0.43,6.2,0.065,42,178,0.99552,3.11,0.53,9.4,"Bad"
"371","R",8,1.18,0.21,1.9,0.083,14,41,0.99532,3.34,0.47,10.5,"Bad"
"372","R",7,0.78,0.08,2,0.093,10,19,0.9956,3.4,0.47,10,"Bad"
"373","W",6.2,0.21,0.18,11.6,0.044,61,155,0.99655,3.14,0.52,9.4,"Bad"
"374","R",7.5,0.71,0,1.6,0.092,22,31,0.99635,3.38,0.58,10,"Bad"
"375","R",6.5,0.52,0.11,1.8,0.073,13,38,0.9955,3.34,0.52,9.3,"Good"
"376","W",6.3,0.24,0.29,13.7,0.035,53,134,0.99567,3.17,0.38,10.6,"Good"
"377","W",6.8,0.18,0.28,9.8,0.039,29,113,0.99406,3.11,0.45,10.9,"Good"
"378","W",8.2,0.28,0.42,1.8,0.031,30,93,0.9917,3.09,0.39,11.4,"Bad"
"379","W",6.6,0.37,0.07,1.4,0.048,58,144,0.9922,3.17,0.38,10,"Bad"
"380","W",6.4,0.17,0.32,2.4,0.048,41,200,0.9938,3.5,0.5,9.7,"Bad"
"381","W",6.2,0.21,0.52,6.5,0.047,28,123,0.99418,3.22,0.49,9.9,"Good"
"382","W",6.4,0.28,0.29,1.6,0.052,34,127,0.9929,3.48,0.56,10.5,"Good"
"383","W",7.6,0.48,0.33,7,0.024,14,130,0.9918,3.25,0.45,12.5,"Good"
"384","R",11.3,0.62,0.67,5.2,0.086,6,19,0.9988,3.22,0.69,13.4,"Good"
"385","R",8.3,0.78,0.1,2.6,0.081,45,87,0.9983,3.48,0.53,10,"Good"
"386","R",9.6,0.88,0.28,2.4,0.086,30,147,0.9979,3.24,0.53,9.4,"Good"
"387","W",6.4,0.25,0.32,5.5,0.049,41,176,0.995,3.19,0.68,9.2,"Good"
"388","R",10.2,0.4,0.4,2.5,0.068,41,54,0.99754,3.38,0.86,10.5,"Good"
"389","W",6.3,0.2,0.26,12.7,0.046,60,143,0.99526,3.26,0.35,10.8,"Good"
"390","W",7.4,0.25,0.37,6.9,0.02,14,93,0.9939,3,0.48,10.7,"Good"
"391","R",12.7,0.6,0.49,2.8,0.075,5,19,0.9994,3.14,0.57,11.4,"Bad"
"392","W",6.5,0.34,0.28,1.8,0.041,43,188,0.9928,3.13,0.37,9.6,"Bad"
"393","W",6.2,0.38,0.42,2.5,0.038,34,117,0.99132,3.36,0.59,11.6,"Good"
"394","W",6.4,0.38,0.2,5.3,0.117,57,181,0.99459,3.24,0.43,9.5,"Good"
"395","R",7.4,0.785,0.19,5.2,0.094,19,98,0.99713,3.16,0.52,9.6,"Good"
"396","W",6.3,0.3,0.29,2.1,0.048,33,142,0.98956,3.22,0.46,12.9,"Good"
"397","W",8.6,0.23,0.25,11.3,0.031,13,96,0.99645,3.11,0.4,10.8,"Bad"
"398","W",7,0.31,0.39,7.5,0.055,42,218,0.99652,3.37,0.54,10.3,"Good"
"399","W",6.7,0.17,0.37,2,0.039,34,125,0.9922,3.26,0.6,10.8,"Good"
"400","R",7,0.4,0.32,3.6,0.061,9,29,0.99416,3.28,0.49,11.3,"Bad"
"401","W",6.5,0.44,0.49,7.7,0.045,16,169,0.9957,3.11,0.37,8.7,"Good"
"402","W",7,0.27,0.36,20.7,0.045,45,170,1.001,3,0.45,8.8,"Bad"
"403","R",12.2,0.45,0.49,1.4,0.075,3,6,0.9969,3.13,0.63,10.4,"Good"
"404","W",6.8,0.34,0.1,1.4,0.049,29,118,0.9936,3.21,0.41,9.5,"Good"
"405","W",6.6,0.25,0.51,8,0.047,61,189,0.99604,3.22,0.49,9.2,"Bad"
"406","W",8.2,0.52,0.34,1.2,0.042,18,167,0.99366,3.24,0.39,10.6,"Bad"
"407","W",6.3,0.32,0.17,17.75,0.06,51,190,0.99916,3.13,0.48,8.8,"Good"
"408","W",6.5,0.33,0.72,1.1,0.061,7,151,0.993,3.09,0.57,9.5,"Bad"
"409","W",5.9,0.26,0.3,1,0.036,38,114,0.9928,3.58,0.48,9.4,"Good"
"410","W",7.9,0.29,0.39,6.7,0.036,6,117,0.9938,3.12,0.42,10.7,"Bad"
"411","W",7.3,0.36,0.54,13.3,0.054,63,193,0.99864,3.06,0.49,8.6,"Bad"
"412","W",8.4,0.18,0.42,5.1,0.036,7,77,0.9939,3.16,0.52,11.7,"Bad"
"413","R",7.4,0.635,0.1,2.4,0.08,16,33,0.99736,3.58,0.69,10.8,"Good"
"414","R",7.5,0.71,0,1.6,0.092,22,31,0.99635,3.38,0.58,10,"Bad"
"415","W",7.7,0.29,0.48,2.3,0.049,36,178,0.9931,3.17,0.64,10.6,"Good"
"416","W",7.2,0.28,0.38,2,0.052,23,156,0.9912,3.13,0.52,11.1,"Bad"
"417","W",5.7,0.28,0.28,2.2,0.019,15,65,0.9902,3.06,0.52,11.2,"Bad"
"418","W",6.7,0.31,0.3,2.4,0.038,30,83,0.98867,3.09,0.36,12.8,"Good"
"419","R",7.1,0.46,0.2,1.9,0.077,28,54,0.9956,3.37,0.64,10.4,"Bad"
"420","W",5.9,0.18,0.29,4.6,0.032,68,137,0.99159,3.21,0.38,11.3,"Bad"
"421","R",7.4,0.39,0.48,2,0.082,14,67,0.9972,3.34,0.55,9.2,"Bad"
"422","W",7.3,0.2,0.29,19.5,0.039,69,237,1.00037,3.1,0.48,9.2,"Good"
"423","W",6.4,0.22,0.49,7.5,0.054,42,151,0.9948,3.27,0.52,10.1,"Good"
"424","W",6.1,0.36,0.58,15,0.044,42,115,0.9978,3.15,0.51,9,"Bad"
"425","R",5.2,0.48,0.04,1.6,0.054,19,106,0.9927,3.54,0.62,12.2,"Good"
"426","W",7.8,0.3,0.74,1.8,0.033,33,156,0.991,3.29,0.52,12.8,"Good"
"427","W",6.3,0.26,0.21,4,0.03,24,125,0.9915,3.06,0.34,10.7,"Good"
"428","W",6,0.21,0.34,2,0.042,63,123,0.99052,3.44,0.42,11.4,"Good"
"429","R",6.4,0.57,0.14,3.9,0.07,27,73,0.99669,3.32,0.48,9.2,"Bad"
"430","W",7.1,0.47,0.29,14.8,0.024,22,142,0.99518,3.12,0.48,12,"Good"
"431","W",8,0.34,0.25,6.4,0.035,38,103,0.99148,2.91,0.23,12.2,"Good"
"432","W",6.1,0.34,0.24,18.35,0.05,33,184,0.99943,3.12,0.61,9.3,"Bad"
"433","W",7.5,0.13,0.38,1.1,0.023,42,104,0.99112,3.28,0.53,11.8,"Good"
"434","W",6,0.14,0.37,1.2,0.032,63,148,0.99185,3.32,0.44,11.2,"Good"
"435","W",6,0.32,0.3,1.3,0.025,18,112,0.98802,3.07,0.64,13.3,"Good"
"436","W",6.4,0.5,0.16,12.9,0.042,26,138,0.9974,3.28,0.33,9,"Bad"
"437","W",6,0.44,0.26,3.1,0.053,57,128,0.98982,3.22,0.39,12.7,"Good"
"438","W",6.2,0.27,0.32,8.8,0.047,65,224,0.9961,3.17,0.47,8.9,"Bad"
"439","W",6.8,0.21,0.74,1.2,0.047,25,111,0.9916,3.13,0.41,10.7,"Good"
"440","R",6.7,0.46,0.24,1.7,0.077,18,34,0.9948,3.39,0.6,10.6,"Good"
"441","W",7.2,0.24,0.27,11.4,0.034,40,174,0.99773,3.2,0.44,9,"Bad"
"442","W",6.4,0.39,0.21,1.2,0.041,35,136,0.99225,3.15,0.46,10.2,"Bad"
"443","R",6.6,0.895,0.04,2.3,0.068,7,13,0.99582,3.53,0.58,10.8,"Good"
"444","W",6.5,0.24,0.39,17.3,0.052,22,126,0.99888,3.11,0.47,9.2,"Bad"
"445","W",6.8,0.27,0.42,7.3,0.054,58,200,0.99556,3.12,0.49,9.4,"Bad"
"446","W",5.3,0.26,0.23,5.15,0.034,48,160,0.9952,3.82,0.51,10.5,"Good"
"447","W",6.3,0.29,0.14,7.05,0.045,50,177,0.99564,3.23,0.42,9,"Bad"
"448","W",6.3,0.35,0.3,5.7,0.035,8,97,0.9927,3.27,0.41,11,"Good"
"449","R",7.4,0.59,0.08,4.4,0.086,6,29,0.9974,3.38,0.5,9,"Bad"
"450","W",7,0.22,0.26,9.2,0.027,37,122,0.99228,3.06,0.34,12.5,"Good"
"451","W",6.8,0.26,0.32,7,0.041,38,118,0.9939,3.25,0.52,10.8,"Good"
"452","R",7.2,0.695,0.13,2,0.076,12,20,0.99546,3.29,0.54,10.1,"Bad"
"453","W",5.9,0.37,0.3,1.5,0.033,35,95,0.98986,3.36,0.56,12,"Good"
"454","W",6,0.22,0.23,5,0.045,10,122,0.99261,2.94,0.63,10,"Bad"
"455","W",7,0.28,0.33,14.6,0.043,47,168,0.9994,3.34,0.67,8.8,"Good"
"456","W",8.4,0.27,0.46,8.7,0.048,39,197,0.9974,3.14,0.59,9.6,"Bad"
"457","W",6.6,0.39,0.39,11.9,0.057,51,221,0.99851,3.26,0.51,8.9,"Good"
"458","R",8.4,0.665,0.61,2,0.112,13,95,0.997,3.16,0.54,9.1,"Bad"
"459","W",7,0.3,0.38,14.9,0.032,60,181,0.9983,3.18,0.61,9.3,"Good"
"460","W",6.6,0.41,0.24,4.9,0.158,47,144,0.99471,3.17,0.49,9.4,"Bad"
"461","W",5.8,0.36,0.5,1,0.127,63,178,0.99212,3.1,0.45,9.7,"Bad"
"462","W",6.9,0.32,0.17,7.6,0.042,69,219,0.9959,3.13,0.4,8.9,"Good"
"463","W",6.8,0.21,0.36,18.1,0.046,32,133,1,3.27,0.48,8.8,"Bad"
"464","W",6.8,0.37,0.51,11.8,0.044,62,163,0.9976,3.19,0.44,8.8,"Bad"
"465","W",5.7,0.22,0.22,16.65,0.044,39,110,0.99855,3.24,0.48,9,"Bad"
"466","W",5.9,0.34,0.22,2.4,0.03,19,135,0.9894,3.41,0.78,13.9,"Good"
"467","R",7.7,0.715,0.01,2.1,0.064,31,43,0.99371,3.41,0.57,11.8,"Good"
"468","W",7,0.21,0.28,8.7,0.045,37,222,0.9954,3.25,0.54,10.4,"Good"
"469","W",7.4,0.31,0.26,8.6,0.048,47,206,0.9964,3.26,0.36,9.1,"Bad"
"470","W",6.7,0.18,0.24,10.3,0.057,64,185,0.99519,3.12,0.5,10.6,"Good"
"471","R",5.8,0.61,0.11,1.8,0.066,18,28,0.99483,3.55,0.66,10.9,"Bad"
"472","R",9.9,0.74,0.28,2.6,0.078,21,77,0.998,3.28,0.51,9.8,"Bad"
"473","W",6.2,0.16,0.34,1.7,0.038,85,153,0.9909,3.33,0.86,12,"Good"
"474","W",8.5,0.17,0.49,8.8,0.048,23,108,0.9947,2.88,0.34,10.5,"Bad"
"475","W",5.9,0.22,0.3,1.3,0.052,42,86,0.99069,3.31,0.47,11.55,"Good"
"476","W",6.7,0.29,0.45,14.3,0.054,30,181,0.99869,3.14,0.57,9.1,"Bad"
"477","W",6.7,0.34,0.43,1.6,0.041,29,114,0.99014,3.23,0.44,12.6,"Good"
"478","W",6.7,0.26,0.51,8,0.062,50,194,0.99545,3.13,0.5,9.6,"Bad"
"479","R",8.2,0.57,0.26,2.2,0.06,28,65,0.9959,3.3,0.43,10.1,"Good"
"480","R",12.4,0.4,0.51,2,0.059,6,24,0.9994,3.04,0.6,9.3,"Good"
"481","W",7.7,0.28,0.33,6.7,0.037,32,155,0.9951,3.39,0.62,10.7,"Good"
"482","R",10.9,0.32,0.52,1.8,0.132,17,44,0.99734,3.28,0.77,11.5,"Bad"
"483","W",5.2,0.365,0.08,13.5,0.041,37,142,0.997,3.46,0.39,9.9,"Good"
"484","R",7.3,0.74,0.08,1.7,0.094,10,45,0.99576,3.24,0.5,9.8,"Good"
"485","R",8.2,0.35,0.33,2.4,0.076,11,47,0.99599,3.27,0.81,11,"Bad"
"486","R",7.1,0.59,0.01,2.5,0.077,20,85,0.99746,3.55,0.59,9.8,"Bad"
"487","W",6,0.25,0.28,7.7,0.053,37,132,0.99489,3.06,0.5,9.4,"Bad"
"488","W",5.7,0.21,0.32,0.9,0.038,38,121,0.99074,3.24,0.46,10.6,"Good"
"489","R",11.6,0.475,0.4,1.4,0.091,6,28,0.99704,3.07,0.65,10.03333333,"Good"
"490","W",6.2,0.255,0.27,1.3,0.037,30,86,0.98834,3.05,0.59,12.9,"Good"
"491","W",9,0.55,0.3,8.1,0.026,14,71,0.993,2.94,0.36,11.8,"Bad"
"492","W",7.1,0.31,0.17,1,0.042,21,144,0.99304,3.13,0.4,9.6,"Bad"
"493","W",5.6,0.205,0.16,12.55,0.051,31,115,0.99564,3.4,0.38,10.8,"Good"
"494","R",8.7,0.69,0.31,3,0.086,23,81,1.0002,3.48,0.74,11.6,"Good"
"495","R",10,0.58,0.22,1.9,0.08,9,32,0.9974,3.13,0.55,9.5,"Bad"
"496","W",7.6,0.3,0.27,10.6,0.039,31,119,0.99815,3.27,0.3,9.3,"Good"
"497","W",6.6,0.12,0.25,1.4,0.039,21,131,0.99114,3.2,0.45,11.2,"Good"
"498","R",6.8,0.59,0.1,1.7,0.063,34,53,0.9958,3.41,0.67,9.7,"Bad"
"499","W",7,0.36,0.14,11.6,0.043,35,228,0.9977,3.13,0.51,8.9,"Bad"
"500","R",7.7,0.23,0.37,1.8,0.046,23,60,0.9971,3.41,0.71,12.1,"Good"
"501","W",6.5,0.22,0.19,1.1,0.064,36,191,0.99297,3.05,0.5,9.5,"Good"
"502","W",6.5,0.13,0.37,1,0.036,48,114,0.9911,3.41,0.51,11.5,"Good"
"503","W",7.1,0.18,0.32,12.2,0.048,36,125,0.9967,2.92,0.54,9.4,"Good"
"504","W",7.3,0.36,0.34,14.8,0.057,46,173,0.99751,3.14,0.57,10.2,"Bad"
"505","W",6.2,0.29,0.32,3.6,0.026,39,138,0.9892,3.31,0.37,13.1,"Good"
"506","W",6.7,0.5,0.36,11.5,0.096,18,92,0.99642,3.11,0.49,9.6,"Bad"
"507","W",8.3,0.18,0.3,1.1,0.033,20,57,0.99109,3.02,0.51,11,"Good"
"508","R",7.2,0.57,0.05,2.3,0.081,16,36,0.99564,3.38,0.6,10.3,"Bad"
"509","W",6.7,0.13,0.57,6.6,0.056,60,150,0.99548,2.96,0.43,9.4,"Bad"
"510","W",7.2,0.3,0.26,1.5,0.041,46,178,0.99154,3.19,0.56,11.3,"Good"
"511","W",7.7,0.32,0.62,10.6,0.036,56,153,0.9978,3.13,0.44,8.9,"Bad"
"512","R",8.9,0.635,0.37,1.7,0.263,5,62,0.9971,3,1.09,9.3,"Bad"
"513","W",6.6,0.35,0.34,4.9,0.032,9,125,0.99253,3.32,0.81,12,"Bad"
"514","W",6.8,0.32,0.37,3.4,0.023,19,87,0.9902,3.14,0.53,12.7,"Good"
"515","W",5.8,0.15,0.31,5.9,0.036,7,73,0.99152,3.2,0.43,11.9,"Good"
"516","W",6.1,0.27,0.3,16.7,0.039,49,172,0.99985,3.4,0.45,9.4,"Bad"
"517","W",5.8,0.24,0.28,1.4,0.038,40,76,0.98711,3.1,0.29,13.9,"Good"
"518","W",6.7,0.17,0.42,10.4,0.038,85,182,0.99628,3.04,0.44,8.9,"Good"
"519","W",6.7,0.19,0.36,1.1,0.026,63,143,0.9912,3.27,0.48,11,"Good"
"520","R",11.3,0.36,0.66,2.4,0.123,3,8,0.99642,3.2,0.53,11.9,"Bad"
"521","W",6.7,0.25,0.36,8.6,0.037,63,206,0.99553,3.18,0.5,9.6,"Bad"
"522","W",5,0.44,0.04,18.6,0.039,38,128,0.9985,3.37,0.57,10.2,"Good"
"523","W",6.6,0.38,0.29,2.9,0.035,15,101,0.98916,3.04,0.37,12.5,"Bad"
"524","W",6.7,0.5,0.36,11.5,0.096,18,92,0.99642,3.11,0.49,9.6,"Bad"
"525","W",7.1,0.18,0.32,12.2,0.048,36,125,0.9967,2.92,0.54,9.4,"Good"
"526","W",9,0.38,0.53,2.1,0.102,19,76,0.99001,2.93,0.57,12.9,"Bad"
"527","R",10.4,0.26,0.48,1.9,0.066,6,10,0.99724,3.33,0.87,10.9,"Good"
"528","W",7.2,0.4,0.49,1.1,0.048,11,138,0.9929,3.01,0.42,9.3,"Bad"
"529","W",8,0.25,0.26,14,0.043,41,248,0.9986,3.03,0.57,8.7,"Good"
"530","W",6.2,0.27,0.32,6.3,0.048,47,159,0.99282,3.21,0.6,11,"Bad"
"531","W",6.4,0.35,0.51,7.8,0.055,53,177,0.99502,3.12,0.45,9.6,"Bad"
"532","W",7.4,0.26,0.3,7.9,0.049,38,157,0.9963,3.13,0.48,8.9,"Good"
"533","W",9,0.26,0.34,6.7,0.029,21,162,0.99497,3.08,0.5,10.6,"Bad"
"534","R",10.2,0.67,0.39,1.9,0.054,6,17,0.9976,3.17,0.47,10,"Good"
"535","W",7.4,0.25,0.37,2.6,0.05,24,132,0.99138,3.04,0.53,11.2,"Good"
"536","R",8.2,0.33,0.39,2.5,0.074,29,48,0.99528,3.32,0.88,12.4,"Good"
"537","W",7.1,0.28,0.19,7.8,0.04,48,184,0.99579,3.16,0.5,9.4,"Good"
"538","W",6,0.19,0.26,12.4,0.048,50,147,0.9972,3.3,0.36,8.9,"Bad"
"539","W",6.5,0.22,0.45,8,0.053,52,196,0.9959,3.23,0.48,9.1,"Good"
"540","W",6.5,0.22,0.29,7.4,0.028,16,87,0.99311,3.15,0.56,10.9,"Good"
"541","R",7.7,0.41,0.76,1.8,0.611,8,45,0.9968,3.06,1.26,9.4,"Bad"
"542","R",9.8,0.51,0.19,3.2,0.081,8,30,0.9984,3.23,0.58,10.5,"Good"
"543","W",6.1,0.36,0.26,8.15,0.035,14,88,0.99031,3.06,0.27,13,"Good"
"544","R",9.2,0.54,0.31,2.3,0.112,11,38,0.99699,3.24,0.56,10.9,"Bad"
"545","W",6.8,0.28,0.4,22,0.048,48,167,1.001,2.93,0.5,8.7,"Bad"
"546","W",6.4,0.31,0.28,1.5,0.037,12,119,0.9919,3.32,0.51,10.4,"Good"
