"","Wine.Color","fixed.acidity","volatile.acidity","citric.acid","residual.sugar","chlorides","free.sulfur.dioxide","total.sulfur.dioxide","density","pH","sulphates","alcohol","Class"
"1093","W",7,0.24,0.36,2.8,0.034,22,112,0.99,3.19,0.38,12.6,"Good"
"1094","W",6.1,0.32,0.24,1.5,0.036,38,124,0.9898,3.29,0.42,12.4,"Good"
"1095","W",6.2,0.43,0.49,6.4,0.045,12,115,0.9963,3.27,0.57,9,"Bad"
"1096","W",6.6,0.23,0.24,3.9,0.045,36,138,0.9922,3.15,0.64,11.3,"Good"
"1097","R",7,0.58,0.28,4.8,0.085,12,69,0.99633,3.32,0.7,11,"Good"
"1098","W",5.8,0.34,0.21,6.6,0.04,50,167,0.9941,3.29,0.62,10,"Bad"
"1099","W",7.1,0.28,0.26,1.9,0.049,12,86,0.9934,3.15,0.38,9.4,"Bad"
"1100","W",6.4,0.28,0.36,1.3,0.053,28,186,0.99211,3.31,0.45,10.8,"Bad"
"1101","W",7,0.21,0.28,8.6,0.045,37,221,0.9954,3.25,0.54,10.4,"Good"
"1102","W",6.6,0.39,0.28,9.2,0.036,10,92,0.99206,3.07,0.35,12.1,"Bad"
"1103","W",6.7,0.24,0.32,9,0.023,20,109,0.99262,3.34,0.35,12.6,"Bad"
"1104","W",6.1,0.21,0.19,1.4,0.046,51,131,0.99184,3.22,0.39,10.5,"Bad"
"1105","W",6,0.52,0.33,7.7,0.046,24,119,0.99224,3.04,0.38,11,"Bad"
"1106","W",8.2,0.23,0.49,0.9,0.057,15,73,0.9928,3.07,0.38,10.4,"Bad"
"1107","W",6.4,0.31,0.53,8.8,0.057,36,221,0.99642,3.17,0.44,9.1,"Bad"
"1108","W",6.8,0.19,0.4,9.85,0.055,41,103,0.99532,2.98,0.56,10.5,"Good"
"1109","W",8.8,0.19,0.3,5,0.028,34,120,0.99242,2.94,0.47,11.2,"Bad"
"1110","W",5.9,0.48,0.3,1.5,0.037,19,78,0.99057,3.47,0.42,11.9,"Good"
"1111","R",7.1,0.35,0.29,2.5,0.096,20,53,0.9962,3.42,0.65,11,"Good"
"1112","W",5.6,0.32,0.33,7.4,0.037,25,95,0.99268,3.25,0.49,11.1,"Good"
"1113","W",6.4,0.28,0.44,7.1,0.048,49,179,0.99528,3.15,0.48,9.2,"Bad"
"1114","W",6.7,0.26,0.49,8.1,0.052,48,197,0.99558,3.19,0.48,9.5,"Good"
"1115","W",6.5,0.3,0.27,4,0.038,37,97,0.99026,3.2,0.6,12.6,"Good"
"1116","W",6.7,0.61,0.21,1.65,0.117,40,240,0.9938,3.11,0.57,9.3,"Bad"
"1117","W",7.2,0.37,0.4,11.6,0.032,34,214,0.9963,3.1,0.51,9.8,"Good"
"1118","W",9.8,0.93,0.45,8.6,0.052,34,187,0.9994,3.12,0.59,10.2,"Bad"
"1119","W",8.7,0.23,0.32,13.4,0.044,35,169,0.99975,3.12,0.47,8.8,"Good"
"1120","W",7.6,0.31,0.23,12.7,0.054,20,139,0.99836,3.16,0.5,9.7,"Bad"
"1121","R",8.4,0.62,0.12,1.8,0.072,38,46,0.99504,3.38,0.89,11.8,"Bad"
"1122","W",6.4,0.14,0.31,1.2,0.034,53,138,0.99084,3.38,0.35,11.5,"Good"
"1123","W",8.8,0.28,0.45,6,0.022,14,49,0.9934,3.01,0.33,11.1,"Good"
"1124","R",8.3,0.615,0.22,2.6,0.087,6,19,0.9982,3.26,0.61,9.3,"Bad"
"1125","W",7.15,0.17,0.24,9.6,0.119,56,178,0.99578,3.15,0.44,10.2,"Good"
"1126","W",7.3,0.2,0.29,19.5,0.039,69,237,1.00037,3.1,0.48,9.2,"Good"
"1127","W",5.4,0.53,0.16,2.7,0.036,34,128,0.98856,3.2,0.53,13.2,"Good"
"1128","W",7.1,0.33,0.64,13.2,0.056,12,105,0.9972,3.05,0.39,9.2,"Bad"
"1129","W",6,0.27,0.27,1.6,0.046,32,113,0.9924,3.41,0.51,10.5,"Good"
"1130","W",7.2,0.15,0.39,1.8,0.043,21,159,0.9948,3.52,0.47,10,"Bad"
"1131","W",6.3,0.24,0.55,8.1,0.04,67,216,0.99596,3.24,0.5,9.2,"Good"
"1132","W",6.8,0.37,0.28,4,0.03,29,79,0.99,3.23,0.46,12.4,"Bad"
"1133","W",6.7,0.24,0.41,9.4,0.04,49,166,0.9954,3.12,0.61,9.9,"Good"
"1134","W",5.6,0.21,0.24,4.4,0.027,37,150,0.991,3.3,0.31,11.5,"Good"
"1135","W",6.6,0.26,0.22,18.15,0.05,23,139,0.99904,3.06,0.5,9.2,"Bad"
"1136","W",7.1,0.34,0.49,1.5,0.027,26,126,0.99,3.3,0.33,12.2,"Good"
"1137","W",7.3,0.19,0.27,13.9,0.057,45,155,0.99807,2.94,0.41,8.8,"Good"
"1138","W",6.6,0.32,0.26,4.6,0.031,26,120,0.99198,3.4,0.73,12.5,"Good"
"1139","W",5.5,0.12,0.33,1,0.038,23,131,0.99164,3.25,0.45,9.8,"Bad"
"1140","W",6.6,0.3,0.25,8,0.036,21,124,0.99362,3.06,0.38,10.8,"Good"
"1141","W",6.6,0.33,0.32,15.6,0.054,62,227,0.99734,3.25,0.56,10.4,"Good"
"1142","R",8.2,0.34,0.38,2.5,0.08,12,57,0.9978,3.3,0.47,9,"Good"
"1143","W",6.8,0.23,0.31,2.8,0.047,40,122,0.99126,3.06,0.64,10.9,"Good"
"1144","W",6.6,0.24,0.27,10.3,0.047,54,219,0.99742,3.04,0.45,8.8,"Bad"
"1145","W",8.9,0.3,0.35,4.6,0.032,32,148,0.99458,3.15,0.45,11.5,"Bad"
"1146","W",6.8,0.23,0.32,1.6,0.026,43,147,0.9904,3.29,0.54,12.5,"Bad"
"1147","R",8.1,0.825,0.24,2.1,0.084,5,13,0.9972,3.37,0.77,10.7,"Bad"
"1148","W",7.4,0.28,0.4,11.9,0.032,13,92,0.99629,3.01,0.46,10.8,"Bad"
"1149","R",6.4,0.39,0.33,3.3,0.046,12,53,0.99294,3.36,0.62,12.2,"Bad"
"1150","R",11.6,0.475,0.4,1.4,0.091,6,28,0.99704,3.07,0.65,10.03333333,"Good"
"1151","R",7.5,0.55,0.24,2,0.078,10,28,0.9983,3.45,0.78,9.5,"Good"
"1152","R",7.9,0.52,0.26,1.9,0.079,42,140,0.9964,3.23,0.54,9.5,"Bad"
"1153","W",7.2,0.23,0.38,6.1,0.067,20,90,0.99496,3.17,0.79,9.7,"Good"
"1154","R",10,0.49,0.2,11,0.071,13,50,1.0015,3.16,0.69,9.2,"Bad"
"1155","W",6.7,0.3,0.29,2.8,0.025,37,107,0.99159,3.31,0.63,11.3,"Good"
"1156","R",7.9,0.69,0.21,2.1,0.08,33,141,0.9962,3.25,0.51,9.9,"Bad"
"1157","W",7.4,0.33,0.26,15.6,0.049,67,210,0.99907,3.06,0.68,9.5,"Bad"
"1158","W",6.8,0.22,0.29,8.9,0.046,82,188,0.9955,3.3,0.44,10.3,"Bad"
"1159","W",7.8,0.26,0.44,1.3,0.037,43,132,0.9944,3.18,0.65,10,"Bad"
"1160","W",6.7,0.29,0.45,14.3,0.054,30,181,0.99869,3.14,0.57,9.1,"Bad"
"1161","W",6.3,0.29,0.4,6.5,0.039,43,167,0.9953,3.15,0.44,9.3,"Bad"
"1162","W",6.5,0.15,0.55,5.9,0.045,75,162,0.99482,2.97,0.4,9.3,"Bad"
"1163","W",5.8,0.3,0.38,4.9,0.039,22,86,0.98963,3.23,0.58,13.1,"Bad"
"1164","W",7.3,0.25,0.36,13.1,0.05,35,200,0.9986,3.04,0.46,8.9,"Good"
"1165","W",6.6,0.25,0.42,11.3,0.049,77,231,0.9966,3.24,0.52,9.5,"Good"
"1166","W",6.4,0.22,0.32,7.9,0.029,34,124,0.9948,3.4,0.39,10.2,"Good"
"1167","R",7.8,0.53,0.01,1.6,0.077,3,19,0.995,3.16,0.46,9.8,"Bad"
"1168","W",6.7,0.31,0.08,1.3,0.038,58,147,0.9922,3.18,0.46,10,"Bad"
"1169","W",5.6,0.19,0.47,4.5,0.03,19,112,0.9922,3.56,0.45,11.2,"Good"
"1170","W",5.7,0.255,0.65,1.2,0.079,17,137,0.99307,3.2,0.42,9.4,"Bad"
"1171","W",6.2,0.32,0.12,4.8,0.054,6,97,0.99424,3.16,0.5,9.3,"Bad"
"1172","R",8.7,0.42,0.45,2.4,0.072,32,59,0.99617,3.33,0.77,12,"Good"
"1173","R",10.5,0.24,0.47,2.1,0.066,6,24,0.9978,3.15,0.9,11,"Good"
"1174","W",6.4,0.17,0.27,1.5,0.037,20,98,0.9916,3.46,0.42,11,"Good"
"1175","W",6.4,0.28,0.36,1.3,0.053,28,186,0.99211,3.31,0.45,10.8,"Bad"
"1176","W",7.5,0.19,0.49,1.6,0.047,42,140,0.9932,3.4,0.47,10.7,"Bad"
"1177","W",6.8,0.18,0.28,9.8,0.039,29,113,0.99406,3.11,0.45,10.9,"Good"
"1178","W",8.4,0.28,0.4,8.9,0.048,33,146,0.9988,3.4,0.46,9.3,"Bad"
"1179","W",7.3,0.34,0.3,1.3,0.057,25,173,0.9948,3.26,0.51,9.1,"Good"
"1180","W",7.2,0.37,0.4,11.6,0.032,34,214,0.9963,3.1,0.51,9.8,"Good"
"1181","W",7.8,0.25,0.34,13.7,0.044,66,184,0.99976,3.22,0.75,8.9,"Bad"
"1182","R",7.7,0.54,0.26,1.9,0.089,23,147,0.99636,3.26,0.59,9.7,"Good"
"1183","W",6.5,0.24,0.32,7.6,0.038,48,203,0.9958,3.45,0.54,9.7,"Good"
"1184","W",6.3,0.27,0.46,11.1,0.053,44,177,0.99691,3.18,0.67,9.4,"Bad"
"1185","W",5,0.255,0.22,2.7,0.043,46,153,0.99238,3.75,0.76,11.3,"Bad"
"1186","W",6.6,0.24,0.3,11.3,0.026,11,77,0.99381,3.13,0.55,12.8,"Bad"
"1187","W",7.2,0.34,0.34,12.6,0.048,7,41,0.9942,3.19,0.4,11.7,"Bad"
"1188","W",6.2,0.25,0.44,15.8,0.057,39,167,0.99804,3.14,0.51,9.2,"Bad"
"1189","W",7.6,0.31,0.23,12.7,0.054,20,139,0.99836,3.16,0.5,9.7,"Bad"
"1190","W",5.9,0.36,0.41,1.3,0.047,45,104,0.9917,3.33,0.51,10.6,"Good"
"1191","R",8.3,0.54,0.28,1.9,0.077,11,40,0.9978,3.39,0.61,10,"Good"
"1192","W",6.9,0.25,0.47,8.4,0.042,36,156,0.99604,3.15,0.55,9.4,"Bad"
"1193","R",6,0.51,0,2.1,0.064,40,54,0.995,3.54,0.93,10.7,"Bad"
"1194","W",8.1,0.5,0.47,1.1,0.037,23,126,0.9938,3.21,0.42,10.9,"Bad"
"1195","W",7.7,0.32,0.61,11.8,0.041,66,188,0.99794,3,0.54,9.3,"Bad"
"1196","W",6.8,0.27,0.3,13,0.047,69,160,0.99705,3.16,0.5,9.6,"Good"
"1197","W",7.1,0.34,0.49,1.5,0.027,26,126,0.99,3.3,0.33,12.2,"Good"
"1198","W",5.6,0.695,0.06,6.8,0.042,9,84,0.99432,3.44,0.44,10.2,"Good"
"1199","R",7.2,0.66,0.33,2.5,0.068,34,102,0.99414,3.27,0.78,12.8,"Good"
"1200","W",7.1,0.365,0.14,1.2,0.055,24,84,0.9941,3.15,0.43,8.9,"Bad"
